signature,n,elements
deeosñ,2,deseño|sedeño
abdeeilmnopr,2,imperdonable|imponderable
abceors,4,boceras|escobar|escarbo|escabro
an,2,an|na
aaciilmpr,2,imparcial|primacial
aceerst,5,cestera|secreta|rescate|escetar|ceraste
aoprrt,2,raptor|portar
aademnort,3,remontada|entramado|manteador
aadeimnrs,4,mirandesa|desanimar|desimanar|miseranda
aacenrr,5,arencar|carnear|encarar|enarcar|carenar
dnoosu,2,undoso|nudoso
aorst,5,ostra|astro|tarso|artos|sotar
aaaccdeorr,2,cacareador|acercadora
accenoorr,2,corconera|encocorar
ceelot,2,tecleo|electo
aenrrtz,2,treznar|trenzar
aaeimnors,2,erasmiano|semanario
aceln,2,lance|cenal
bcimortuá,2,umbrático|rumbático
addenoor,2,doneador|ordenado
aadiz,2,izada|zaida
aadeoptt,2,tapetado|topetada
aapry,2,payar|yapar
aacdimnnó,2,damnación|mandación
aeeglm,2,emelga|gemela
acdenoorrsv,2,conservador|conversador
aaddeoss,2,desasado|desosada
eh,2,eh|he
accelor,2,coclear|alcorce
acer,5,crea|acre|cera|arce|caer
foorstuu,2,usofruto|frutuoso
aeost,3,toesa|oseta|teosa
aapr,3,rapa|para|arpa
aabdeeeilmmnrt,2,admirablemente|maridablemente
beilru,2,buriel|rubiel
aaegjnru,2,enjaguar|enjuagar
eemnoors,2,mesonero|sermoneo
aejlmor,2,melojar|jalmero
aadeioqrtu,2,aquietador|quietadora
abeoss,2,sebosa|obsesa
adiluv,2,viudal|vidual
aags,2,gasa|saga
aejno,3,anejo|anjeo|ajeno
aaccehrru,2,cucharera|cucharear
aaemrttu,2,matutera|matutear
abdlno,2,blonda|blando
aacgillor,2,agracillo|colilarga
abeelst,3,balsete|estable|esbelta
aacl,3,laca|cala|acal
bdeiorr,2,berrido|derribo
aeirrt,3,tierra|iterar|aterir
aeginnu,2,genuina|ingenua
aalpt,3,plata|palta|talpa
oorst,2,ostro|torso
aabimnor,3,abominar|maniobra|ambarino
aabnot,3,abanto|nabato|botana
aaeopprt,2,paparote|parapeto
cdeiinsó,2,sedición|decisión
acios,4,casio|socia|ascio|sacio
adiiorsv,2,vidriosa|divisora
aacijll,2,cajilla|jacilla
aeemnortt,2,otramente|rotamente
coort,3,torco|corto|troco
aadimnr,4,mandria|miranda|madrina|dimanar
aaabcdmos,2,mascabado|moscabada
aadeginrsu,2,segundaria|guisandera
adeimoprr,3,imperador|promediar|premiador
aceelprst,2,espectral|plastecer
aanptá,2,apatán|tápana
aacelnot,2,canaleto|lacetano
aadnos,2,sonada|asnado
ailopsuv,2,plausivo|pluviosa
aaddemor,3,ademador|redomada|moderada
ajmnoo,2,mojona|manojo
aeorrrst,2,soterrar|rastrero
ceinos,2,enciso|nescio
moru,2,rumo|muro
aemorrí,2,morería|romería
aeorrtz,2,terrazo|retozar
aadlrr,2,lardar|ladrar
adegors,2,gredosa|segador
ailp,2,pila|pali
beorr,2,berro|robre
dinoru,2,unidor|diurno
aainps,3,sapina|napias|pisana
aenorsv,2,anverso|nervosa
agior,3,agrio|gario|orgia
aeiilorrt,2,literario|litrarieo
aeilmr,2,mierla|limera
aeoprr,5,peorar|reparo|ropera|operar|arrope
adeiprrst,4,destirpar|dispertar|destripar|despartir
aciptó,2,óptica|tópica
aborstu,2,arbusto|robusta
dimnoó,2,dómino|dominó
aacirv,2,vaciar|caviar
elor,2,roel|oler
aeemst,2,meseta|estema
acinorrstt,2,contristar|transcrito
adeoprr,3,pedorra|drapero|repodar
aortu,3,tauro|urato|autor
aeelmop,2,melopea|poleame
aadforrtu,2,trufadora|frotadura
aaprr,4,parra|parar|arpar|rapar
aaceilmnr,2,marcelina|carmelina
aacehhmorr,2,homarrache|moharrache
acent,2,tenca|cante
aaelt,4,altea|aleta|latae|elata
cimnoó,2,moción|nómico
el,2,le|el
aegorrt,2,gorreta|garrote
aptu,2,puta|tupa
aaberrr,4,aberrar|barrear|abarrer|barrera
aagm,2,gama|maga
deossu,2,sesudo|desuso
aceinv,2,enciva|vecina
ailr,2,lira|liar
aciru,3,curia|cauri|rucia
ainoz,2,niazo|zaino
aaacehilmrr,2,chamarilera|chamarilear
aabceins,2,sabencia|absencia
abceo,2,acebo|cobea
einoprrv,2,porvenir|provenir
aaelmz,4,melaza|maleza|zalema|almeza
aeeinprr,2,perinear|repeinar
ailmr,2,mirla|limar
aeilorsv,3,ravioles|olivarse|serviola
aeeeprst,4,estepera|pesetera|espetera|asperete
eiimnprsó,2,impresión|permisión
acdeiprst,2,descripta|disceptar
agillot,2,gatillo|gallito
cnortó,2,crotón|cortón
aciinrt,3,citrina|incitar|crinita
aacorr,2,acorar|carrao
acmo,2,maco|coma
cimorté,2,métrico|térmico
aadrr,2,adrar|radar
aadeirt,2,atediar|adietar
aceorr,4,rocera|corear|carero|correa
aceinnorr,4,rencionar|cornerina|rinconera|conreinar
aeoprt,6,aporte|topera|poetar|topear|ropeta|patero
eenorv,4,reveno|nevero|envero|venero
acdefor,3,cefrado|facedor|cofrade
moort,2,motor|tormo
acenorr,7,encorar|enrocar|roncear|conrear|cornear|carnero|roncera
aadjort,2,tajador|trojada
afilr,3,arfil|filar|falir
acgilá,3,álgica|cáliga|gálica
aacirzñ,2,cizañar|cañizar
aaddorru,3,doradura|duradora|rodadura
aemy,2,yema|meya
aaemnorz,2,mazonera|mazonear
aegrsu,4,usagre|suegra|gruesa|segura
aaacimrst,2,camarista|marcasita
aeloorst,2,oleastro|alteroso
addemoorr,2,mordedora|moderador
aoprs,4,prosa|sopar|posar|aspro
aeoqsu,2,aqueso|saqueo
bilor,3,libro|birlo|briol
aabdin,2,badina|banida
ceehot,2,cohete|hocete
alors,3,losar|solar|rosal
aops,4,posa|sopa|paso|sapo
aagln,3,langa|nalga|angla
aacors,3,caraos|acosar|arcosa
aabcer,4,cabera|acerba|bacera|cabear
aeinoss,2,asensio|asesino
aabdlmor,2,amblador|lombarda
acelorv,2,calvero|clavero
aegloors,2,alegroso|golosear
eiqtu,2,quite|tique
aacrsu,2,acusar|causar
aegorst,2,gestora|estrago
aceinrtuó,2,neurótica|erutación
aaabenrst,2,banastera|abrasante
aginort,3,gritona|ingrato|granito
aejqu,2,jaque|queja
aefgilnor,2,frailengo|friolenga
acenoorrstv,2,controversa|contraveros
cefoort,2,cotofre|cotrofe
asz,2,zas|saz
aacegirrr,2,regraciar|cigarrera
cchlnoó,2,choclón|colchón
aacenpr,3,apencar|pancera|encapar
abcirs,2,cribas|brisca
acloot,2,caloto|ocotal
aadlors,3,lardosa|salador|asoldar
agilrt,3,trigla|trigal|gratil
aacdoop,2,acopado|apocado
aacdors,3,sacador|casador|roscada
aadeint,2,teinada|deitana
acddeefiirs,2,desedificar|esfericidad
adiinrstu,2,instruida|industria
cdnoró,2,cóndor|cordón
aablr,4,rabal|labra|albar|balar
deeiorstv,2,detersivo|revestido
aelopr,2,palero|perola
abios,2,abiso|sabio
aabcrá,2,cáraba|bácara
aaclm,2,calma|camal
aacgr,2,cagar|carga
adehnorrs,2,deshornar|deshonrar
aeflt,2,falte|fetal
lmooos,3,lomoso|moloso|solomo
amoz,3,mazo|moza|zoma
aeort,4,otear|orate|reato|rateo
aeilnnotv,4,levantino|vinolenta|ventolina|valentino
acinoprtó,2,rapóntico|protónica
aaadgiilnu,2,inigualada|igualadina
aaccehort,2,chacotear|chacotera
aaceillpt,2,capilleta|epactilla
aaccehr,4,cachera|acechar|cachear|carache
ajot,3,tajo|jota|jato
adeemnrtu,2,duramente|rudamente
aaacilrt,2,alicatar|lactaria
aceerr,3,acreer|arecer|recaer
acdioors,2,radicoso|caridoso
cinot,2,tinco|cinto
aeimnst,2,samnite|matines
amorsu,2,morusa|samuro
aabegloru,3,balaguero|alboguear|alboguera
aabrñ,2,bañar|braña
aaaablnz,2,albazana|alabanza
eeortt,2,tetero|torete
abilor,2,abolir|labrio
aacrv,2,cavar|vacar
aacdioopr,2,copiadora|acopiador
imot,2,timo|mito
acijor,2,jarico|crioja
aeelnpr,2,plenera|perenal
aaberrt,2,barreta|rebatar
aacerrz,2,zarcera|zarcear
aipst,2,tapis|pista
els,2,les|sel
aelorsv,2,solevar|resalvo
aopz,4,zopa|poza|pazo|zapo
acdelru,2,dulcera|cedular
aaegrt,4,gatear|gatera|agreta|regata
aaceirt,4,teriaca|aceitar|acirate|cetaria
aeoprst,7,apresto|apostre|petrosa|pastero|repasto|esparto|postear
adeoprs,4,deposar|presado|pedrosa|pesador
aadeenrrst,2,adentrarse|desenartar
boort,3,botor|broto|borto
ceinort,5,recinto|cintero|entrico|cetrino|cretino
acdeemorr,2,mercadero|adormecer
adinort,3,trinado|tinador|dotrina
aadinpr,2,pardina|padrina
aaderrtu,2,traedura|atreudar
aaceelrrt,3,cartelear|carretela|cartelera
aloprr,2,porral|plorar
aadeprtí,2,atrípeda|pedíatra
efilrru,2,furriel|refluir
agort,3,grato|torga|trago
aabegj,2,jabega|bagaje
aaahlmr,2,alhamar|alharma
aelprstu,2,palustre|sepultar
abeeqrtu,2,barquete|braquete
acirtu,2,cuitar|cuatri
aemnorí,2,monería|menoría
aaddeiorrst,2,disertadora|adiestrador
adejr,2,dejar|jedar
ajmoot,2,matojo|tamojo
aaainoprs,2,apasionar|saponaria
aeinost,2,asiento|estonia
aeefrst,2,festear|festera
adort,4,tardo|dotar|adtor|torda
abcmo,2,comba|cambo
aacersu,2,saucera|causear
eeinrt,2,riente|inerte
aeorrt,5,retora|torera|ratero|artero|torear
aacirt,5,tracia|artica|citara|triaca|atacir
ceillor,2,cillero|cerillo
aceinopr,2,pericona|piconera
aaejpr,4,paraje|pajera|pajear|pareja
aacinort,3,traciano|carotina|atocinar
aaailnrz,2,lazarina|analizar
beeilrt,2,belitre|librete
abopr,2,proba|pobra
aegiopr,2,rapiego|arpegio
aent,4,enta|neta|tena|ante
acenrsu,2,censura|censuar
aaenorrrt,2,aterronar|atronerar
eeimorst,2,eterismo|eretismo
abinz,2,bizna|binza
aacdeenr,3,adecenar|encerada|cadenera
aadfrr,2,fradar|fardar
aaeiprs,2,paresia|apriesa
aacchrs,2,chascar|charcas
adnoor,3,adorno|rodano|oronda
amuz,2,zuma|muza
aaacdnor,3,anacardo|acornada|nacarado
abelmru,2,alumbre|mueblar
accinor,3,circona|crocina|cocinar
eilmor,2,limero|emolir
aoprv,4,pavor|pravo|parvo|vapor
aaeemnnst,2,mentesana|sanamente
al,2,la|al
acddeiinrt,2,certinidad|cetrinidad
aelmnot,3,omental|mantelo|lamento
aabdeegmrrs,2,desembragar|desembargar
aceoorrrt,4,cotorrera|cotarrero|corretora|cotorrear
aeoppr,2,papero|repapo
befo,3,febo|bofe|befo
aciilorst,2,solicitar|licorista
egior,3,ergio|riego|regio
aceemnortt,2,metacentro|cortamente
accouy,2,cucayo|cayuco
aademrrs,2,desarmar|desramar
aadefrr,2,ferrada|fradear
aeeelmnrt,2,elementar|realmente
aadegnor,3,negadora|graneado|ganadero
acillop,2,copilla|capillo
acciinnooprstó,2,pronosticación|contraposición
abcrsu,2,buscar|brusca
aabcmr,2,cambra|cambar
aabdort,2,trabado|tabardo
aemnoos,2,manoseo|amenoso
aacdfino,2,confiada|afincado
cenoorr,2,cornero|roncero
aacorrt,4,cotarra|catarro|acortar|coartar
aabcinr,2,barcina|cabrina
egioprs,2,serpigo|respigo
choor,3,choro|rocho|horco
aacdort,5,arctado|catador|trocada|cortada|cordata
aaaacdilln,2,alcaladina|acanillada
aablrt,3,trabal|tablar|baltra
elloopr,2,repollo|pollero
accdenoort,2,conectador|concertado
acein,3,necia|encia|cenia
aasñ,2,añas|saña
aagntu,2,gatuna|guanta
ailñ,2,liña|añil
aaaddhor,2,hadadora|horadada
aallpr,2,llapar|pallar
atu,2,uta|tau
aaemprst,2,estampar|empastar
aceilmnnooos,2,malenconioso|melanconioso
aaabcdello,3,acebollada|acabellado|abellacado
aenot,2,etano|aneto
aadeeinrst,2,interesada|sedentaria
aacest,4,caseta|acates|asceta|estaca
aeilnrt,4,letrina|trienal|trainel|entilar
acdru,2,curda|cruda
aabdlr,2,bardal|baldar
anorruz,2,zorruna|zurrona
adenopr,2,pandero|penador
aeorsv,3,evasor|averso|vosear
aelprsu,3,repulsa|pulsera|pulsear
deeorrst,2,destrero|desertor
acntó,2,tacón|catón
aeiqrsu,2,esquiar|requisa
aaipsv,2,avispa|pasiva
aeooprss,2,pesaroso|posesora
aaepr,2,apear|arepa
eenorstu,2,estrenuo|norueste
cehilp,4,pilche|pechil|chilpe|pichel
ailrz,2,lizar|rizal
adeegnru,2,denguear|denguera
aajlm,2,jalma|majal
aeeprrsv,2,esparver|perversa
acinop,2,copina|picona
deipsá,2,áspide|ápside
aeeprstu,3,espuerta|puestera|repuesta
aeeprt,2,pereta|petera
dejoorr,2,rodrejo|redrojo
aabdelorr,4,robladera|baladrero|labradero|albardero
aaehorzñ,2,hazañero|zahareño
aaccior,2,arcaico|cariaco
abciot,2,catibo|botica
adeelnrr,2,enlerdar|lendrera
aeillnrt,2,rentilla|ternilla
abmrru,2,rumbar|brumar
abcinor,2,barcino|bocinar
nopsó,2,sopón|posón
aeoqrstu,2,tasquero|orquesta
ainov,2,novia|ovina
adenor,4,rodena|ondear|andero|donear
adgor,5,drago|droga|gardo|gorda|grado
adenors,4,sondear|seronda|senador|endosar
imntó,2,timón|mitón
aeiqrtu,2,quietar|quirate
aacilno,2,laconia|colaina
cdeirttu,2,rectitud|certitud
belmo,3,lembo|bemol|moble
acchho,2,chocha|chacho
aaacdelr,3,lacerada|recalada|caladera
abmoors,2,morbosa|asombro
abelmu,2,balume|umbela
aaccdeorr,2,cercadora|acercador
aacdmooprr,2,comparador|compradora
cinru,2,uncir|nucir
ailorv,3,olivar|violar|virola
aaaabddlnor,2,baladronada|ablandadora
aadeforrz,2,frazadero|reforzada
aadorr,3,adorar|aradro|arador
aacdeost,5,estocada|desacato|escotada|estacado|cosetada
abenu,2,buena|beuna
ceeillorr,2,cillerero|cerillero
aeemprst,2,empestar|empresta
abjoorr,2,jorobar|borrajo
aacopr,3,acopar|aporca|apocar
aeepst,2,peseta|estepa
aadellm,2,mellada|medalla
aaeglr,4,regala|alegra|alegar|galera
aaaacdrtu,2,atacadura|acatadura
anoru,3,ruano|anuro|urano
aceot,3,coate|cateo|aceto
eilrt,2,trile|litre
cdeinovó,2,devónico|devoción
aacdemorr,4,marceador|comadrera|comadrear|recamador
eeeimnnt,2,eminente|enmiente
aemst,2,maste|mesta
abeot,3,abeto|bateo|beato
aellnor,2,llanero|rellano
aacemr,2,macear|camera
aeoprss,2,sopesar|esposar
aceeloprs,2,escoplear|escarpelo
abloort,2,botoral|alborto
aaddenor,3,andadero|ordenada|nadadero
aans,4,sana|ansa|asna|nasa
eeoprr,2,repeor|perero
aadeirrt,2,tiradera|retirada
aaejoprt,4,patojera|pajarote|jarapote|potajera
acilnu,2,uncial|lucina
aamnrrzó,2,mazarrón|zamarrón
acdeloor,3,coladero|recolado|coleador
aacdefnos,2,enfoscada|confesada
aabcez,2,cazabe|cabeza
acort,6,torca|corta|tarco|actor|tocar|cotar
acceeimnort,2,comerciante|cercamiento
abcelru,2,culebra|curable
aacdiln,2,calinda|candial
adeimos,2,mesiado|miedosa
aint,2,anti|tina
abelrz,2,brezal|berzal
adnortu,3,torunda|untador|rotunda
aabnorí,2,naboría|baronía
aabceinorr,2,aborrencia|carabinero
aceinorst,3,crasiento|entosicar|canterios
aabdegno,2,abadengo|abnegado
acinor,3,incoar|rancio|orcina
aaceginrr,2,carinegra|engraciar
aabdemorr,3,bardomera|embarrado|bramadero
lmnpuó,2,pulmón|plumón
aefnorrt,2,fraterno|frontera
aacdelorr,2,acordelar|lacerador
ceeorr,3,orecer|recreo|cerero
abenorr,4,bornera|borrena|bornear|barreno
aaegnrst,2,sargenta|engastar
aaemoprst,2,apostemar|pasmarote
aimnor,3,ominar|marino|mirona
aaccdior,2,cordiaca|cardiaco
aachn,2,ancha|nacha
aacdor,4,rocada|corada|acodar|carado
aabdlor,3,baladro|balador|labrado
aiilmnost,2,latinismo|molinista
adelnotu,2,tudelano|enlutado
aadenooprs,2,esporonada|apersonado
abdoor,2,abordo|robado
anrzó,2,razón|arzón
aacilrt,2,triacal|carlita
aaerrt,7,reatar|artera|ratear|ratera|errata|atraer|arrate
aceeegimnnrté,2,enérgicamente|genéricamente
adeloorv,2,voladero|voleador
aaegrrz,2,regazar|rezagar
aaaclñ,2,añacal|calaña
egiiiloprv,2,privilegio|pervigilio
clou,2,luco|culo
aailnz,2,linaza|lianza
aeeinprrttu,2,parturiente|pernituerta
dnoosí,2,sínodo|dísono
aacirtv,2,activar|cativar
acdeenor,4,adonecer|cadenero|encerado|cenadero
aadrí,2,raída|radía
aadinors,2,sardonia|sardiano
aabejrrru,2,burrajear|arrebujar
jlou,2,julo|lujo
adilnru,2,lindura|diurnal
delou,2,duelo|leudo
enoví,2,envío|níveo
aeirsv,4,visera|visear|servia|sierva
aegltu,2,tegual|getula
acdeorr,6,cordera|recodar|decorar|cardero|cerrado|creador
aaelmst,2,maltesa|almaste
aaegnrt,3,granate|garante|engatar
adeeiprsv,2,depresiva|pisaverde
ablnou,3,lobuna|unalbo|anublo
acimrté,2,métrica|térmica
aalmpr,2,lampar|palmar
aaadinnr,3,andarina|arandina|andriana
alorv,2,valor|volar
aaceegrt,2,gacetera|cegatera
acmruú,2,múcura|cumarú
aceinort,2,nectario|tocinera
eeinopr,3,perineo|pereion|peinero
aaimnot,3,maniota|amianto|amonita
abceilotz,2,bizcotela|cotizable
abejor,4,obraje|bojear|rebajo|bajero
aagnor,3,garona|angora|onagra
aainoprs,2,raposina|apisonar
abdeeeeilmmnnoprt,2,imponderablemente|imperdonablemente
aacdimnou,2,acuminado|caudimano
aegmnot,2,magneto|mangote
adiv,2,diva|vida
bjo,2,job|boj
aeilnos,2,elisano|lionesa
allos,3,salol|solla|llosa
aacimnoor,2,armoniaco|acromiano
eoorss,2,seroso|sosero
aaorrz,2,azorar|arroaz
aegnort,3,argento|rogante|negrota
rsu,2,rus|sur
aceeimnrt,2,cimentera|ricamente
aeeimprrs,2,reimpresa|primearse
aegilns,2,eslinga|inglesa
deemor,2,remedo|merode
aadeinv,2,avenida|enviada
afirz,2,zafir|fizar
almru,2,mular|mural
aelnrtu,3,enlutar|neutral|lentura
acdeor,6,decora|arcedo|codera|codear|acorde|recado
aadegorsu,2,rasgueado|asegurado
eimnor,3,minero|merino|inorme
aeenrrtv,3,ventrera|entrevar|reventar
adeejnv,2,vendaje|vendeja
aaentt,2,atenta|tanate
cdelnoor,2,condoler|corondel
aaaddgru,2,graduada|guardada
eooprt,3,potero|proteo|porteo
ailnoortu,2,rotuliano|uranolito
aaacdilí,2,alcaidía|alicaída
adeorrr,3,redorar|arredro|arredor
acdilopú,2,palúdico|capúlido
dejooru,2,ojerudo|orejudo
aanrs,2,sarna|sanar
afgorr,2,fragor|frogar
deeimor,2,remedio|mediero
aacert,5,carate|recata|catear|acetar|careta
aaeprrsu,2,asperura|apresura
acoru,2,cauro|rauco
aaabdejr,2,badajear|rebajada
aej,2,aje|jea
acdiort,3,citador|torcida|cordita
aeiopprr,2,piropear|repropia
ceinoprt,2,precinto|inceptor
acefot,3,afecto|cafeto|faceto
aegiilmrt,2,legitimar|trimielga
aors,4,raso|sora|osar|rosa
aacirtuv,2,cautivar|curativa
abceilmor,2,cimbalero|embolicar
acdeeors,3,secadero|decesora|codesera
aaegmnrr,2,remangar|margenar
adehlor,3,haldero|heraldo|helador
aadeoprs,5,pesadora|pasadero|paseador|posadera|reposada
aacglu,2,glauca|guacal
eejort,3,rojete|retejo|tejero
cegor,2,coger|greco
aaadilortu,2,laudatoria|adulatoria
acchi,2,chica|cachi
afors,2,fosar|foras
aaclmos,3,malcaso|clamosa|calmosa
aacenrt,3,cantera|cantear|certana
aaabdelrs,2,desalabar|balsadera
aadenoprrs,2,prensadora|aprensador
aaellpr,3,apellar|arpella|parella
aarrs,2,arras|rasar
amoort,2,motora|morato
aeeefrrrt,3,ferretear|ferretera|refertera
acdeiort,3,citaredo|recitado|terciado
aceelnr,3,relance|encelar|lencera
aortz,5,tozar|aztor|troza|trazo|atroz
acelpu,2,pucela|peluca
aadehlr,2,haldera|haldear
adnoort,3,rotonda|tronado|tornado
aaeflorr,3,farolear|farolera|alfarero
abeilmr,2,mirabel|mirable
aentí,2,teína|tínea
alor,6,ralo|oral|loar|orla|lora|arlo
aaablt,2,atabal|balata
aacorsv,2,cavaros|socavar
aagmr,5,magra|marga|magar|garma|grama
ainosv,2,vinosa|nivosa
aaacpt,2,pacata|pataca
aciilnoopt,2,capitolino|politicona
aemoprrt,4,empotrar|trompera|trampero|trompear
aceginré,2,enérgica|genérica
aacdels,2,secadal|salceda
airs,3,asir|risa|sira
aclop,5,colpa|copal|copla|polca|palco
ceorst,2,sector|cestro
abcillo,3,ballico|cabillo|bacillo
aelmor,2,lomera|lomear
aabeorrrz,2,zaborrera|arrebozar
acioprst,2,capistro|piscator
allmo,2,mallo|molla
aacdeenrst,2,descantear|encrestada
aadlorz,2,lodazar|alzador
aceeorst,2,cosetear|escotera
aabcr,4,carba|braca|cabra|barca
aeelmort,2,maletero|metalero
adegorrsu,2,resguardo|segurador
aejmorr,2,mejorar|remojar
aaills,2,asilla|alisal
acdinort,2,doctrina|cintrado
aciimrsté,2,tricésima|simétrica
accefiirrt,2,certificar|rectificar
ceiln,2,lince|nicle
adeirv,2,evadir|deriva
aaehirt,2,ahitera|hetaira
aadimot,2,taimado|amodita
aabcdenor,3,ebrancado|bronceada|encobrada
aaadeoprrt,3,apartadero|aportadera|apretadora
aabcceer,2,cabecera|cabecear
achort,2,chotar|trocha
aast,2,asta|tasa
aacdeinr,2,increada|dancaire
aejopr,5,jarope|ropaje|parejo|repajo|pajero
aeegrt,3,garete|agrete|regate
aeenqrru,2,renquera|renquear
aaegnrsu,2,gusanera|gusanear
aciimoors,2,comisoria|comisario
aeippt,2,pepita|pipeta
abilrr,3,librar|birlar|barril
aadinno,2,anodina|anadino
acortu,5,caruto|curato|cuarto|auctor|cuatro
aaeoprrv,2,vaporear|evaporar
aantuz,2,untaza|zutana
aopr,6,paro|prao|proa|pora|rapo|ropa
aacemnr,2,encamar|mancera
aeerss,2,sesear|sesera
aacceelrr,2,aclarecer|carcelera
aadoprr,6,parrado|arpador|aprodar|rapador|parador|porrada
acceehnorrt,2,encorchetar|entrechocar
aalloz,2,ollaza|alloza
aorstt,2,trasto|tostar
aegimot,2,amigote|matiego
adeooprs,3,reposado|poderosa|posadero
aablotz,3,tablazo|tabloza|tozalba
aeirstv,2,revista|servita
agiruñ,2,guiñar|guañir
aeimprs,3,premisa|impresa|permisa
aeilrtñ,2,tiñelar|trieñal
aceilor,2,colaire|lacerio
aablost,2,balasto|basalto
accinuó,2,caución|aucción
aacfgopró,2,coprófaga|carpófago
almor,3,molar|lomar|moral
aemnort,7,enmotar|mantero|remonta|montera|armento|materno|montear
acy,2,yac|cay
aeilpt,2,pileta|pleita
aadltu,2,lutada|adulta
acinoost,2,tasconio|contiosa
eorstuv,2,versuto|vuestro
aachlu,2,laucha|huacal
aadlnor,3,ladrona|alondra|roldana
aaddenov,2,vandeado|devanado
adeotv,2,vetado|devota
aaemrt,4,matear|matera|retama|mareta
aacelrrt,2,altercar|carretal
aacefilrs,3,escafilar|frailesca|fiscalear
aanorsz,2,sarnazo|sazonar
aacdillort,2,cortadilla|trocadilla
aeopt,3,poeta|pateo|epota
abcdeemors,2,desembocar|desembarco
aaemnost,2,asomante|osamenta
acellmoru,2,columelar|molecular
adgiou,3,gaudio|guiado|iguado
aaacghnr,2,garnacha|charanga
doort,2,tordo|dotor
aeooprrs,2,opresora|raposero
aacgiru,2,argucia|aguciar
aaadps,3,pasada|aspada|sapada
adeiorrt,2,tiradero|retirado
aadeps,2,espada|pesada
aginró,2,agrión|raigón
aaeelppr,2,papelera|papelear
aacnos,2,casona|canosa
aillops,2,pasillo|sapillo
aabgorr,3,garroba|gabarro|abrogar
abnró,2,rabón|barón
aaabcder,3,braceada|acebrada|acebadar
acenos,2,cenosa|secano
acgilmoó,2,mogólica|micóloga
acelrru,2,ulcerar|recular
aaaaddelmsz,2,desmalazada|desmazalada
abcdellou,2,cabelludo|cebolluda
aiinqtu,2,quianti|quitina
aciptí,2,pítica|típica
aflot,3,falto|flato|flota
aceops,2,pecosa|escapo
cchoo,2,choco|cocho
aeloos,2,asoleo|oleosa
aainru,2,urania|anuria
adeijotv,2,adjetivo|dejativo
ahoy,2,hayo|hoya
ceiortó,2,erótico|teórico
aeenprst,3,trapense|pretensa|pratense
aemnot,4,amento|metano|manteo|montea
acefimostí,2,metafísico|afectísimo
aachr,3,archa|racha|harca
aagruy,2,guayar|yaguar
ilooqsu,2,loquios|quiloso
aaelmnr,3,enlamar|remanal|almenar
aabenorst,3,banastero|bastonear|bastonera
aefijr,2,jifera|jarife
acenortt,2,trocante|cortante
cdeinoor,2,ceriondo|indecoro
aaaddnor,2,andadora|nadadora
aacderss,2,sardesca|descasar
aeilnortv,3,violentar|intervalo|virolenta
aimortv,2,motivar|vomitar
aaegllort,2,argolleta|agolletar
abeginr,2,engibar|ginebra
aeeeimnnorrtt,2,enterramiento|anteriormente
aaeloz,2,oleaza|azolea
aaadoprr,4,paradora|aparador|rapadora|aparrado
aacrrtu,3,caturra|cutarra|cuartar
aalps,3,palas|salpa|lapsa
aadeglnru,2,gandulear|alguandre
aacchnor,3,charcona|carancho|aconchar
aailnopp,2,panoplia|papalino
accnor,2,cancro|cornac
aeiorrtv,2,vitorear|varitero
abinotu,2,tubiano|buniato
acdeinorsu,2,secundario|ensuciador
aadenoprr,2,apernador|parrandeo
aeglor,3,alegro|galero|regalo
ceeinorr,2,encierro|orinecer
aeersñ,2,señera|reseña
acilno,2,colina|alcino
accdhlou,2,calchudo|calducho
agorr,5,groar|gorra|agror|garro|rogar
acdí,2,cadí|caíd
accoos,2,cosaco|cocosa
aajr,3,jara|raja|ajar
aabdeillt,2,billetada|dilatable
aadeirz,2,erizada|raediza
aceerstu,2,escureta|recuesta
abeeenrrv,2,verbenera|verbenear
aacentv,2,vacante|centava
eimnnos,2,inmenso|insomne
aaachinnz,2,chanzaina|ahincanza
aacnoss,2,sonsaca|cansosa
aglnor,2,longar|langor
aacinrrtu,2,canturria|acinturar
aamorrz,2,marrazo|zamarro
ahlo,2,halo|hola
aceorrr,3,correar|carrero|acorrer
aaegmnorr,2,arremango|amenorgar
agilllo,3,galillo|ligallo|golilla
aadeenprt,2,pedantear|pandereta
aeilpqu,2,palique|equipal
aceost,2,escota|caseto
lmou,2,mulo|ulmo
aadelnort,2,alternado|alentador
abdeoorrs,2,sorbedora|sobradero
acdilnor,2,colindar|condrila
alopr,3,palor|polar|proal
aehnorr,3,hornear|harnero|hornera
abeill,2,libela|alible
aalrv,4,larva|lavar|valar|varal
amooors,2,amoroso|aromoso
acehioprt,3,hipotecar|trapicheo|chapirote
aelrs,2,rasel|relsa
benu,2,nube|buen
abcdeor,4,cebador|recabdo|cebrado|cobarde
aelmot,2,moleta|lometa
aemort,5,motear|motera|retamo|remota|matero
acdiinrtó,2,tradición|diacitrón
aaacelnt,2,canaleta|lacetana
aaegilrt,2,letargia|galerita
los,2,los|sol
aaadln,2,lanada|alnada
aceemort,3,macetero|acometer|atomecer
aagz,2,zaga|gaza
acehort,3,chotear|tachero|horcate
aaabcdez,2,cabezada|cebadaza
adeiimnost,3,inmodestia|mediastino|inestimado
acehirrr,2,chirrear|cherriar
aafglor,2,alfargo|algorfa
adennot,2,donante|dentona
adeemnrt,2,tremenda|dementar
achuz,2,chauz|chuza
mouz,2,zumo|muzo
aacepr,4,acepar|carape|capear|apacer
